Age,Gender,Years IT / Programming Experience,Occupation,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In,Training & Education: No formal training,Training & Education: On the job,Training & Education: Boot camp or night school,Training & Education: Online Class,Training & Education: Mentorship,Training & Education: Industry certification,"Training & Education: Some college, but no CS degree",Training & Education: BS in CS,Training & Education: Masters in CS,Training & Education: PhD in CS,Training & Education: Other,Compensation,Compensation: midpoint,Employment Status,Industry
30-34,Male,6 - 10 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,,,,,,"$40,000 - $60,000",50000,Freelance / Contractor,Other (please specify)
40-50,Male,11+ years,Data scientist,Android,Arduino / Raspberry Pi,AngularJS,C,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,Java,JavaScript,,Matlab,,Node.js,,Perl,PHP,Python,R,,Ruby,,,Scala,,,SQL,SQL Server,,,,Wordpress,,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,Employed full-time,Other (please specify)
30-34,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Other (please specify)
51-60,Male,11+ years,Data scientist,,,,C,C++,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,R,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$140,000 - $160,000",150000,Employed full-time,Other (please specify)
25-29,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,R,,,,,,,,SQL,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Retail
25-29,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$80,000 - $100,000",90000,Employed full-time,Retail
30-34,Male,6 - 10 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)","Mentorship program (ie. Flatiron School, GDI, etc.)",,,,,,,"$120,000 - $140,000",130000,Employed full-time,Retail
20-24,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,Hadoop,,,Java,,,Matlab,,,,,,Python,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$60,000 - $80,000",70000,Employed full-time,Retail
40-50,Male,11+ years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,Swift,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"More than $160,000",170000,Employed full-time,Software Products
25-29,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Software Products
30-34,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,,,Employed full-time,Software Products
20-24,Male,1 - 2 years,Data scientist,Android,,,,C++,,,,,Cordova,,,,,,,,iOS,Java,JavaScript,LAMP,Matlab,,,Objective-C,,,Python,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Software Products
25-29,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,R,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$20,000 - $40,000",30000,Employed full-time,Software Products
20-24,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"Less than $20,000",10000,Employed part-time,Software Products
40-50,Male,11+ years,Data scientist,,,,C,C++,C++11,,,,,,,,,Go,,,,Java,JavaScript,,,,Node.js,,,,Python,R,,,,,,,Spark,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,Rather not say,Rather not say,Employed full-time,Telecommunications
25-29,Female,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,,,Employed full-time,Web Services
40-50,Male,11+ years,Data scientist,,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,R,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,,,Masters Degree in Computer Science (or related field),,,"$120,000 - $140,000",130000,Unemployed,
20-24,Male,1 - 2 years,Data scientist,,,,,,,C#,,,,,,,,,,,,Java,,,,MongoDB,,,,,Python,R,,,,Salesforce,,,,SQL,SQL Server,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,
30-34,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,
25-29,Male,6 - 10 years,Data scientist,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,R,,,,,,,,SQL,,,Visual Basic,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,Rather not say,Rather not say,Prefer not to disclose,
30-34,Male,11+ years,Data scientist,,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,,,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$20,000 - $40,000",30000,I'm a student,
25-29,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,Hadoop,,,,,,,,,,,,Python,R,,,,,,,Spark,SQL,,,,,,,,,,,,,,,,,,,,,
25-29,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),PhD in Computer Science (or related field),,Rather not say,Rather not say,I'm a student,
35-39,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,,,,,,,,,,,,,,,,,,,,,
25-29,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,MongoDB,,Objective-C,,PHP,Python,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,Rather not say,Rather not say,Freelance / Contractor,
30-34,Male,6 - 10 years,Data scientist,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,Sharepoint,,,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,
51-60,Male,11+ years,Data scientist,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Julia,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,Other,"$100,000 - $120,000",110000,Prefer not to disclose,
25-29,Female,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"Less than $20,000",10000,I'm a student,
25-29,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,R,,,,,,,,,,,,,,d3.js,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$20,000 - $40,000",30000,Prefer not to disclose,
25-29,Male,1 - 2 years,Data scientist,,,,,,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35-39,Male,Less than 1 year,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,Unemployed,Unemployed,Unemployed,
25-29,Male,11+ years,Data scientist,,,,,C++,,C#,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),PhD in Computer Science (or related field),,"$20,000 - $40,000",30000,I'm a student,
30-34,Male,2 - 5 years,Data scientist,,,,,,,,,,,,,,,,Hadoop,,,Java,,,Matlab,,,,,,,R,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,PhD in Computer Science (or related field),,"$20,000 - $40,000",30000,I'm a student,
30-34,Male,2 - 5 years,Data scientist,,,,,C++,,C#,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$20,000 - $40,000",30000,I'm a student,
Prefer not to disclose,Male,,Data scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Employed full-time,
51-60,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"$80,000 - $100,000",90000,Employed full-time,Aerospace
25-29,Male,2 - 5 years,Database administrator,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,SQL,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$60,000 - $80,000",70000,Employed full-time,Consulting
40-50,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,Industry certification program,Some college coursework in Computer Science (or related field) but no degree,,,,,"$120,000 - $140,000",130000,Freelance / Contractor,Consulting
40-50,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$140,000 - $160,000",150000,Employed full-time,Defense
40-50,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Education
20-24,Male,2 - 5 years,Database administrator,,,,C,,,,,,,,,,,,,,,,,,,,Node.js,,,,Python,,Redis,,,,,,,SQL,,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Finance / Banking
35-39,Male,6 - 10 years,Database administrator,,,,,,,C#,,,,,,,,Go,,,,,,,,,,,,,Python,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$120,000 - $140,000",130000,Employed full-time,Finance / Banking
25-29,Male,2 - 5 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Finance / Banking
30-34,Male,11+ years,Database administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Finance / Banking
25-29,Male,6 - 10 years,Database administrator,,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,,,,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,Shell,No formal training; I'm self-taught,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Finance / Banking
51-60,Male,11+ years,Database administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$60,000 - $80,000",70000,Employed full-time,Finance / Banking
30-34,Female,2 - 5 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$40,000 - $60,000",50000,Employed full-time,Foundation / Non-Profit
25-29,Male,2 - 5 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,,On-the-job training,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Gaming
30-34,Male,6 - 10 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$80,000 - $100,000",90000,Employed full-time,Government
25-29,Male,6 - 10 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Government
25-29,Male,2 - 5 years,Database administrator,,,,,C++,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,,,On-the-job training,,,,Industry certification program,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Government
40-50,Male,6 - 10 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Healthcare
40-50,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,Industry certification program,Some college coursework in Computer Science (or related field) but no degree,,,,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
30-34,Male,6 - 10 years,Database administrator,Android,,AngularJS,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,Ruby,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$60,000 - $80,000",70000,Employed full-time,Healthcare
30-34,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,PHP,Python,,,,,,,,,,,,Visual Basic,,Wordpress,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),,,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
35-39,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,"Oracle, PL/SQL",,,,,,,,,Masters Degree in Computer Science (or related field),,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
40-50,Male,11+ years,Database administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$60,000 - $80,000",70000,Employed full-time,Media / Advertising
30-34,Male,6 - 10 years,Database administrator,,,,,,,,Cassandra,,,,,,,,Hadoop,,,,,,,,,,,,Python,,Redis,,,,,,,SQL,,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$80,000 - $100,000",90000,Employed full-time,Media / Advertising
20-24,Male,6 - 10 years,Database administrator,Android,Arduino / Raspberry Pi,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,,,,,,DB2,No formal training; I'm self-taught,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Other (please specify)
25-29,Male,1 - 2 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,SQL,,,Visual Basic,,,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$20,000 - $40,000",30000,Employed full-time,Other (please specify)
51-60,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,"SAP ASE, powershell",,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$100,000 - $120,000",110000,Employed full-time,Other (please specify)
40-50,Male,11+ years,Database administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$120,000 - $140,000",130000,Employed full-time,Retail
25-29,Male,2 - 5 years,Database administrator,Android,,,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Software Products
20-24,Male,1 - 2 years,Database administrator,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$40,000 - $60,000",50000,Employed full-time,Software Products
25-29,Male,2 - 5 years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,Wordpress,,No formal training; I'm self-taught,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,Bachelor of Science in Computer Science (or related field),Masters Degree in Computer Science (or related field),,,"$120,000 - $140,000",130000,Employed full-time,Software Products
51-60,Male,11+ years,Database administrator,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,SQL,SQL Server,,,,,"MySQL, MariaDB, Oracle",,,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,Rather not say,Rather not say,Employed full-time,Software Products
35-39,Female,6 - 10 years,Database administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Software Products
Prefer not to disclose,Male,1 - 2 years,Database administrator,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,,,MongoDB,Node.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-50,Male,11+ years,Database administrator,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,,,,,,,,,,,,,,,,
20-24,Male,1 - 2 years,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,,,,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,,,,"$20,000 - $40,000",30000,Employed full-time,Consulting
25-29,Male,2 - 5 years,Designer,,,,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,,,,,,,,,,,,Wordpress,"CSS, LESS",No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$120,000 - $140,000",130000,Employed full-time,Consumer Products
25-29,Male,Less than 1 year,Designer,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,,,,,,,,,,Masters Degree in Computer Science (or related field),,,"$60,000 - $80,000",70000,Employed full-time,Defense
51-60,Male,11+ years,Designer,,,AngularJS,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,R,,,,,,,,SQL,SQL Server,,,,,,No formal training; I'm self-taught,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$120,000 - $140,000",130000,Employed full-time,Finance / Banking
30-34,Male,2 - 5 years,Designer,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,Wordpress,,,On-the-job training,,"Online class (ie. Coursera, Codecademy, Khan Academy, etc.)",,,,,Masters Degree in Computer Science (or related field),,,"$60,000 - $80,000",70000,Employed full-time,Healthcare
30-34,Male,6 - 10 years,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$80,000 - $100,000",90000,Employed full-time,Healthcare
40-50,Male,11+ years,Designer,,,,,,,,,,,,,,,,,,,Java,,LAMP,,,,,,,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,On-the-job training,,,,,,,,,,"$80,000 - $100,000",90000,Freelance / Contractor,Healthcare
25-29,Male,2 - 5 years,Designer,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,MongoDB,,,,,Python,,,,,,,,,,,,Visual Basic,,,,,,,,,,,Bachelor of Science in Computer Science (or related field),,,,"$60,000 - $80,000",70000,Employed full-time,Manufacturing
30-34,Male,2 - 5 years,Designer,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,"coldfusion, labview",No formal training; I'm self-taught,On-the-job training,,,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$100,000 - $120,000",110000,Employed full-time,Manufacturing
35-39,Male,11+ years,Designer,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,,No formal training; I'm self-taught,,,,,,,,,,,"$60,000 - $80,000",70000,Employed full-time,Media / Advertising
30-34,Male,11+ years,Designer,,,AngularJS,,,,C#,,,Cordova,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,,,,Windows Phone,,,No formal training; I'm self-taught,On-the-job training,"Intensive code ""boot-camp"" or night school",,,,Some college coursework in Computer Science (or related field) but no degree,,,,,"$120,000 - $140,000",130000,Employed full-time,Other (please specify)
